description,address_full,agent_name,bathrooms,bedrooms,council_tax_band,price,price_per_sqft,property_type,receptions,size_sqft,status,tenure,listing_title,lat,lon,postcode,town_city,county,address,bedrooms_int,bathrooms_int,receptions_int,price_num,price_per_sqft_num,size_sqft_num
"No chain Two double bedrooms En-suite to main bedroom Top floor apartment Allocated parking Close to manchester city centre Leasehold: 250 years from April 2008 Ground rent: £163 p/a Service charge: £121 pcm Council tax: A | EPC; tbc No chain - A modern two bedroom top floor apartment in ready to move in condition just a moments walk from Manchester's Metrolink. EPC: Tbc Ryder &amp; Dutton are delighted to bring to market this beautifully presented, spacious second floor apartment on Ivy Graham Close with no onward chain. Offered for sale in a ready to move into condition, the property would make a fantastic purchase for anyone looking to get on the housing ladder or single professionals looking to be within a commutable distance of Manchester. Positioned approx. Just three miles from the city centre, the nearest Metrolink is right on your doorstep while the adjacent A62 affords excellent road links. Elsewhere nearby there are local shops/amenities within 1/2 mile plus local primary and secondary schools at the bottom of Dean Lane/St Mary's Road. The apartment itself sits in a popular complex with an allocated resident parking space available and a secure passcode communal entrance. There is lift access throughout the apartment and you will find this located on the third floor. The accommodation itself comprises of a spacious entrance hallway with a handy store cupboard. This leads through to a fantastic open plan living space. Well-lit with large windows and a Juliet balcony, the living space features a modern kitchen area with integrated appliances and lounge space. There are two double bedrooms adjacent, the biggest of which benefits from a en-suite shower room, and a modern three piece bathroom completes the accommodation. Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Ivy Graham Close, Moston, Manchester, Greater Manchester M40",Ryder & Dutton - Chadderton,2.0,2,A,140000,,flat,1.0,,Just added,leasehold,"2 bed flat for sale Ivy Graham Close, Moston, Manchester, Greater Manchester M40",53.50377392091503,-2.1826134528354686,M40 3AS,Manchester,Greater Manchester,"Ivy Graham Close, Manchester, M40 3AS, United Kingdom",2,2,1,140000.0,,
"True Bungalow: 2 double bedrooms, new windows, and heating. Modern Kitchen &amp; Shower: Renovated kitchen with integrated appliances and stylish shower room. Spacious Lounge: Sliding doors to garden and Rivington views. Ample Parking: Driveway for 3 cars, front and rear gardens. Great Location: Near schools, shops, doctors, and village centre. Nearby Ashfield Park: Perfect for walks and outdoor activities. Freehold Council Tax Band - C EPC - D Welcome to this beautifully presented true bungalow, located on the highly sought-after Ashfield Park Drive in Standish. This charming property offers a fantastic living space, featuring two spacious double bedrooms, both with large bay windows that allow an abundance of natural light to fill the rooms. The property has been thoughtfully updated with new windows and a modern heating system, ensuring both comfort and energy efficiency throughout. The entrance porch leads you into the welcoming hallway, providing access to the well-designed living areas. The lounge, featuring sliding doors to the rear garden, offers a perfect space for relaxing while enjoying stunning views of Rivington. The property boasts a modern open-plan kitchen and dining area, complete with a breakfast bar, integrated fridge, oven, and hob, creating an ideal setting for both everyday living and entertaining. The shower room has been tastefully renovated in recent years, offering a fresh and contemporary space. Outside, the property is complemented by a well-maintained front garden and driveway, which has ample space for up to three cars. To the rear, the private garden provides a peaceful retreat, ideal for outdoor activities or simply enjoying the serene views. Ashfield Park Drive benefits from a convenient location, with local schools including St Wilfrid’s, Woodfold, St Mary’s, and Standish High all within easy reach. The nearby local amenities, such as shops, a doctor's surgery, and a short walk to the village centre, further enhance the appeal of this lovely property. Additionally, Ashfield Park is just a stone's throw away, perfect for leisurely walks or outdoor recreation. This delightful bungalow is a rare find and offers a fantastic opportunity for those looking for a low-maintenance, well-presented home in a desirable location. Early viewing is highly recommended. EPC Rating: D Location Standish - Wigan Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Ashfield Park Drive, Standish WN6",Breakey & Co - Wigan,1.0,2,C,230000,263.0,semi_detached_bungalow,1.0,876.0,Just added,freehold,"2 bed semi-detached bungalow for sale Ashfield Park Drive, Standish WN6",51.769192,-2.279937,O L12,Standish,Gloucestershire,"Standish Civil Parish, Standish, GLS, ENG, United Kingdom",2,1,1,230000.0,263.0,876.0
"Freehold semi-detached property Bright and airy living room Spacious second reception room Quaint, functional kitchen Two generous double bedrooms Family bathroom Large, private rear garden Fantastic location Freehold Semi-Detached Home in the Heart of Worsley Village – Full of Potential Occupying a commanding position on Edenfield Lane, this charming freehold semi-detached property offers an exciting opportunity to create your dream home in one of Worsley’s most sought-after locations. The bright and airy living room features a beautiful bay window that floods the space with natural light, while the second reception room is equally spacious and ideal for use as a dining area, with patio doors opening onto the rear garden. The kitchen is quaint and practical, with room for a freestanding fridge freezer, oven and hob, and washer or dryer. Two windows overlook the rear garden, giving the room a bright and welcoming feel. The hallway provides useful understairs storage, and upstairs the landing leads to two generous double bedrooms, each filled with light, along with a versatile box room perfect for a single bed, nursery, or home office. The family bathroom includes a bath with overhead shower, and there is a separate WC next door for added convenience. Outside, the rear garden is a standout feature. Larger than it first appears, it is separated by mature bushes and extends further than expected, offering plenty of greenery, privacy, and enclosed fencing. Situated in the heart of Worsley Village, this home is within walking distance of vibrant restaurants, café bars, and picturesque canal walks leading to Monton Village and Port Salford Greenway. It is also ideally placed for access to the M60 Motorway, Trafford Centre, and Manchester Airport. A property full of character and possibilities – an absolute gem not to be missed. Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Edenfield Lane, Worsley, Manchester M28",Sell Well,1.0,3,C,300000,,semi_detached,2.0,,Just added,freehold,"3 bed semi-detached house for sale Edenfield Lane, Worsley, Manchester M28",53.4999331,-2.3783778,M28 2GE,Salford,Greater Manchester,"Worsley (Salford), ENG, United Kingdom",3,1,2,300000.0,,
"Perfectly positioned in Fallowfield for both family living and professional life, this generously sized 3-bedroom semi-detached property offers an exciting opportunity for those looking to create their dream home. While the property is in need of refurbishment, it boasts an impressive amount of space and incredible potential to transform into a modern family home. Internally, the property features a welcoming entrance hallway leading to two spacious reception rooms, perfect for both entertaining and everyday family life. The kitchen offers a good layout with plenty of space for redesigning and extending, perfect for a contemporary family kitchen. Upstairs, three generously proportioned bedrooms provide comfortable accommodation, complemented by a family bathroom with built-in storage. Externally, the property features a detached garage, gardens to the front and rear, and a driveway for parking. This home is ideally located within walking distance of Withington Village with access to excellent transport links, local amenities, and schools. It’s also just a short drive from Manchester City Centre, making it an excellent option for commuters. Whether you're looking to settle down or invest in a property with long-term value, Leighbrook Road offers a perfect blend of space, convenience, and potential. Don’t miss out on this fantastic opportunity, contact us to arrange a viewing or for more details. Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Leighbrook Road, Manchester, Greater Manchester M14",Bridgfords - Withington Sales,1.0,3,C,320000,,semi_detached,2.0,,Just added,freehold,"3 bed semi-detached house for sale Leighbrook Road, Manchester, Greater Manchester M14",53.4399789,-2.22885415,M14 6BG,Manchester,Greater Manchester,"Leighbrook Road, Manchester, M14 6BG, United Kingdom",3,1,2,320000.0,,
"Two Bedroom Two Bathroom Dual Aspect Original Features Throughout Stunning Brickwork &amp; Steelwork EPC Rating C 24 Hour Concierge Residents' Courtyard Secure Bike Storage Central Ancoats Location This stunning two bedroom apartment is set within the award-winning Murrays' Mills development — one of the most desirable mill conversions in the city. Situated in the historic New Mill, the apartment boasts generous living space and a wealth of original features, including exposed brickwork and iron beams. Exclusively for owner occupiers, the development offers a 24-hour concierge service and a beautifully landscaped communal courtyard. Viewings are highly recommended. Murrays Mills The Murray brothers began construction in 1797, starting with Old then Decker Mills. New Mill followed quickly, and the mills were then connected by linking wings. All but one wing remains, as do the engine houses and the chimney. A beautiful conversion located in the heart of Ancoats, this development is made up of Grade II &amp; II* listed buildings, a new build block and a stunning townhouse. Apartment 87 is located in New Mill. The development offers a 24 hour concierge, CCTV around the complex and gated access to the large communal courtyard. Murrays’ Mills is an owner occupier development and has a strong sense of community which makes it unique in Manchester. The Tour Located on the 1st floor of New Mill, this apartment shares the level with just one other apartment. Upon entry, you are greeted by a spacious hallway featuring oak hardwood timber flooring. Open Plan Living/Kitchen Area: Hardwood timber flooring throughout, fully fitted Makintosh kitchen, tiled splash backs, stainless steel sink and drainer with Hansgrohe tap, integrated Neff cooker &amp; hob, cda dishwasher, fridge and freezer. Wall mounted electric heaters, LED down lights throughout the kitchen &amp; living space with two large windows over looking the stunning Courtyard. Bedroom 1: Fully carpeted bedroom, offering a spacious fitted wardrobe, large window, LED down lights, TV and satellite points. Bedroom 2: Oak hardwood timber flooring, large window, LED downlights. The bathrooms are fitted with fully tiled flooring and Duravit 3 piece suites. The family bathroom has a shower over the bath, while the en-suite has a walk-in shower. Both bathrooms are adorned with Hansgrohe chrome fittings, a large mirror and vanity shelf with LED lighting, a heated chrome towel rail, downlights, and partially tiled walls. The Area Murrays' Mills is located in the heart on Ancoats, surrounded by many independent businesses including Mana, a Michelin star restaurant, Pollen, Rudys &amp; general store. Across the road from Murrays' Mills is the Rochdale Canal and the ever popular Ancoats Marina perfect for a short walk or lunch spot on a summers day. Ancoats is also extremely close to the Northern Quarter &amp; Piccadilly Train Station all within a 10-15 minute walk away. Lease Information - Service charge - £4544 per annum (paid quarterly) - Ground rent - £325 per annum (no review for 15 years then reviewed with rpi every 10 years) - Lease - 250 years from 2017 Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Murrays Mills, Ancoats M4",Reside Manchester,2.0,2,C,360000,403.0,flat,1.0,893.0,Just added,leasehold,"2 bed flat for sale Murrays Mills, Ancoats M4",53.4841593,-2.2262857,M4 6GH,Manchester,Greater Manchester,"Murrays' Mills, 50 Bengal Street, Manchester, M4 6GH, United Kingdom",2,2,1,360000.0,403.0,893.0
"Welcome to Welbeck Street, a charming four bedroom end of terrace property that combines classic design, creating a comfortable and inviting family home. This well-proportioned residence boasts a layout that maximizes space and convenience, making it a wonderful place to live. As you step through the entrance hall, you'll immediately feel the warmth of this home. To the front of the property, there is a cosy lounge, perfect for relaxing evenings and gatherings with friends and family. Adjacent to the lounge is the dining room currently used as a second living room, which offers a spacious area for enjoying meals together and hosting dinner parties. The second reception room seamlessly connects to the kitchen, providing a practical flow for cooking and entertaining. Upstairs, you'll find the sleeping quarters, which include three generously sized double bedrooms, each offering ample space for comfortable living. The family bathroom on this floor and is well-appointed, ensuring convenience for the entire household. On the Second floor is the largest of the bedrooms! Externally, the property offers a small garden frontage, adding a touch of greenery to the facade. To the rear, an enclosed garden provides a private outdoor space for relaxation, gardening, or outdoor dining. Welbeck Street is ideally situated in a vibrant neighbourhood that offers a range of amenities and benefits to its residents including green spaces such as Debdale Park with reservoir and range of available water sports. Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Welbeck Street, Gorton, Manchester, Greater Manchester M18",Bridgfords - Denton Sales,1.0,4,A,170000,,end_terrace,2.0,,Just added,freehold,"4 bed end terrace house for sale Welbeck Street, Gorton, Manchester, Greater Manchester M18",53.46793102570122,-2.166586163593312,M18 8GW,Manchester,Greater Manchester,"Welbeck Street, Manchester, M18 8GW, United Kingdom",4,1,2,170000.0,,
"High-quality presentation throughout Stunning open plan kitchen Two living areas Very large rear garden which is thoughtfully landscaping and includes a number of outbuildings Long private driveway Excellent provision for storage Manchester commuter belt Motorway and train links around 1.5 miles Large retail development around 1.5 miles Potential for further extension This property has much to offer and has been very thoughtfully renovated both inside and out. We would anticipate that many potential buyers will see the X Factor of this home as the large rear garden which has been thoughtfully landscaped and includes a number of outbuildings. Additionally, there is a long private driveway and front garden. This plot size would allow scope for further extension yet still allow the home to retain a large garden. The accommodation has been reconfigured internally and includes a good sized entrance hall with access to a large ground floor storeroom which has been prepared to accommodate a ground floor WC. There are two living areas both with access to a stunning modern open plan kitchen. To the first floor there are three double bedroom served by an impressive modern bathroom and please note there is also a large loft with two roof lights and the size should allow scope for conversion should this be of interest. The sellers have expended a lot of time in maintaining the property which over recent years has seen the bathroom refurbished, new central heating radiators throughout, pointing to the front and rear of the property and an Indian stone patio being laid to the rear garden. Early viewing is highly recommended to appreciate what this property has to offer. The property is Freehold Council Tax is Band A - £1,531.45 Located close to Chorley New Road in Horwich we find that many people look to settle within this area due to the convenient location as amenities such as key motorway and train links are around 1.5 miles away and there is also access to a great variety of shops and services at the nearby Middlebrook retail development. Popular primary and secondary schools serve the area and the town in general boasts excellent access to pleasant countryside. The property offers a family friendly package and an early viewing is advised Entrance Hallway 6' 7"" x 6' 0"" (max) (2.01m x 1.83m) Stairs to the first floor. Tiled finish to the floor. Excellent storage measuring 5' 9"" x 6' 5"" (1.75m x 1.96m) and includes a gable window and the electric consumer unit. Plumbing in for ground floor/wc. Reception Room 11' 5"" x 12' 4"" (3.48m x 3.76m) Overlooking the front garden. Bi-fold double doors to a large open plan kitchen dining room Kitchen/Dining Room 18' 3"" x 10' 10"" (5.56m x 3.30m) Modern presentation. Gable window. Large run of units. Space for an American style fridge freezer. Gas range. Breakfast bar. Space within the units for the washing machine and dryer. Integral dishwasher. French doors open into the extended living space. French doors opening into the garden. Plumbed into the main central heating. Viessman boiler concealed within the units. Pantry 6' 7"" x 5' 10"" (2.01m x 1.78m) Garden Room 17' 8"" x 9' 5"" (5.39m x 2.86m) French doors opening from this room to the garden. Plumbed into the main central heating. Landing Natural light through a large gable window. Loft access. Bedroom 1 12' 4"" x 10' 6"" (3.76m x 3.20m) Front double. Window to the front. Bedroom 2 11' 0"" x 9' 3"" (3.35m x 2.82m) Rear double. Rear window to the garden. Bedroom 3 8' 8"" x 8' 3"" (2.64m x 2.51m) Rear double. Rear window to the garden. Loft Area 13' 4"" (from chimney breast to gable purlin) x 15' 11"" (from purlin front to back) (4.06m x 4.85m) Two Velux roof lights. Ladders of a timber style. Bathroom 7' 2"" x 8' 11"" (2.18m x 2.72m) Positioned to the front. Window to the front. Corner shower. WC. Claw foot style of bath. Bathroom paneling to the walls in a contemporary style. Front Garden 2 With driveway extending the full depth of the property. Double gates Rear Garden Composite decking. Steps to a raised lawned area with a further patio area and additional timber built plastic clad structure with electric. Further section with a large metal storage shed. Log Cabin 9' 1"" x 15' 8"" (2.77m x 4.78m) With power and light. Ceiling height of 7' 6"" (2.29m). Double glazed to the front. Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Brazley Avenue, Horwich, Bolton BL6",Lancasters Independent Estate Agents,1.0,3,A,235000,,semi_detached,1.0,,Just added,freehold,"3 bed semi-detached house for sale Brazley Avenue, Horwich, Bolton BL6",54.26667,-3.05,O L12,Bolton,Westmorland and Furness,"Colton Civil Parish (Bolton), ENG, United Kingdom",3,1,1,235000.0,,
"No chain Three bedrooms Characterful end of terrace Two large reception rooms Modern fitted kitchen Two bathrooms Front and rear gardens Close to local schools shops and transport links Tenure: Leasehold No chain! A spacious end of terrace bay fronted house. On the ground floor the property offers an entrance hall, two spacious reception rooms, and a modern fitted kitchen. On the first floor there are three bedrooms and two bathrooms. The house has gas central heating and windows are UPVC double glazed. Externally there are gardens to front and rear. The house is very conveniently located for local schools, shops and transport links. Could this be the one for you? Call to book A viewing. EPC Rating: D Hall (5.7m x 2.1m) Lounge (4.9m x 3.8m) Dining Room (3.9m x 3.4m) Kitchen (5.7m x 3.1m) Bedroom One (4.0m x 3.7m) Bedroom Two (4.0m x 3.3m) Bedroom Three (2.6m x 2.2m) Bathroom (4.3m x 2.4m) Ensuite (3.8m x 2.4m) Garden Front and rear gardens. Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Station Road, Swinton M27",Hills,2.0,3,C,230000,,end_terrace,2.0,,Just added,leasehold,"3 bed end terrace house for sale Station Road, Swinton M27",55.823412,-4.085109,G71 7FA,Manchester,South Lanarkshire,"Station Road, South Lanarkshire, G71 7FA, United Kingdom",3,2,2,230000.0,,
"Exceptional four double bedroom semi-detached family home available with no chain Two large reception rooms that extend to 28ft when opened up Stunning fitted kitchen and bathroom Gas central heated and double glazed throughout Enclosed courtyard garden that benefits from the sun Original cast iron fire surrounds found in three of the bedrooms on the 1st floor Utility room and seperate W.C to the ground floor Bedroom to the 2nd floor complete with en-suite Converted cellar that would make the perfect gym or home office ***Beautifully Presented, Four Bedroom Semi-detached property Located in the Popular Irlam o’ th’ Height and coming to the market chain free!*** This fantastic property is ready for you to pack your bags and move in! As you enter the property you head into a welcoming entrance hallway that provides access to the spacious dining room and the bay-fronted family lounge, which extends to 28ft when combined. Towards the rear of the property you will find a stunning fitted kitchen, utility room and convenient downstairs W.C. To the first floor there are three well-proportioned bedrooms and a modern, three-piece bathroom. The second floor of the property comprises of the fourth bedroom and a W.C. The property also has the added benefit of a converted cellar. Externally, there are low-maintenance courtyard gardens to the front and rear. Properties in this location are popular for families and professionals alike. With close access to local schooling and several well-kept parks, including: Light Oaks Park, Buile Hill Park and Oakwood Park – the area is not short on green space! The area also benefits from excellent transport links into Salford Quays, Media City and Manchester City Centre. Salford Royal Hospital is also within easy access. Houses of this size and quality rarely come to the market, early viewing highly advised! For more details or to arrange your viewing get in touch with the office today! EPC Rating: F Lounge (3.55m x 4.70m) Dining Room (3.27m x 3.73m) Kitchen (4.42m x 3.12m) Utility Room (1.50m x 2.11m) Downstairs W.C (1.62m x 0.86m) Cellar (2.82m x 4.39m) Bedroom One (4.47m x 3.58m) En-Suite (1.78m x 0.79m) Bedroom Two (3.22m x 3.76m) Bedroom Three (3.83m x 3.22m) Bedroom Four (2.39m x 3.17m) Bathroom (2.11m x 1.90m) Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Penelope Road, Salford M6",Hills,3.0,4,C,345000,,semi_detached,2.0,,Just added,leasehold,"4 bed semi-detached house for sale Penelope Road, Salford M6",53.498052,-2.308831,M6 7GH,Salford,Salford,"Penelope Road, Salford, M6 7GH, United Kingdom",4,3,2,345000.0,,
"Popular development Corner plot Conservatory Garage converted into A office Utility room, driveway Stunning detached four bedroomed family home set on a corner plot and boasts an array of features. This beautiful property offers a spacious garden, perfect for outdoor entertaining and relaxation. Spacious lounge and double doors through to the conservatory. The bright and airy conservatory with wood burner provides a peaceful retreat to enjoy the garden views. Kitchen diner with a range of fitted worksurfaces and storage units, breakfast bar, integrated appliances including an integral fridge/freezer, dishwasher, microwave, grill, cooker, pelmet lights, five ring gas hob on glass with extractor hood. Utility Room with space for a washing machine and dryer and has plenty of extra storage cupboards and under stairs storage. To the first floor are four good sized bedrooms master with en-suite bathroom for convenience and a family bathroom fitted with a three-piece suite including a wash hand basin, low level w.c and p bath and shower screen. Convenient off-street parking and a garage which is currently converted into an office with a fitted desk and storage area perfect for anyone working from home. The interior of the property is elegantly designed with modern finishes and spacious rooms. Situated in a sought-after location, this property offers easy access to local amenities, schools, and transport links. Ideal for families seeking a luxurious and comfortable living space, this property is must-see. Book your viewing today to experience the charm and elegance of this wonderful home. Local Authority/Council Tax Bolton Band E Annual Cost £2,770 Tenure Freehold Broadband Basic: 4 mbps Superfast: 80 mbps Ultrafast: 1800 mbps Satellite BT Sky Virgin Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Somersby Drive, Bromley Cross, Bolton, Greater Manchester BL7",Miller Metcalfe - Harwood,2.0,4,E,440000,,detached,2.0,,Just added,freehold,"4 bed detached house for sale Somersby Drive, Bromley Cross, Bolton, Greater Manchester BL7",53.61385,-2.41103,O L12,Bolton,Salford,"Bromley Cross, Bolton, SLF, ENG, United Kingdom",4,2,2,440000.0,,
"Sold with sitting tenants achieving £1300PCM Spacious Two Bedroom Terraced Property Situated in the Sought-After Peel Green Area Spacious Lounge and Dining Rooms Fitted Kitchen and a Four-Piece Bathroom Two Double Bedrooms, Each with Fitted Furniture Low-Maintenance Courtyard Gardens to the Front and Rear Within Easy Access of Transport Links, with Motorway Links Throughout Manchester and Bus Links into Eccles Town Centre Viewing is Highly Recommended! ***sold with sitting tenants achieving £1300pcm** Situated in the sought-after Peel Green area is this spacious two bedroom terraced property! As you enter the property you go into a porch, which leads to the lounge, which is currently being used as a bedroom. From there, you will find a spacious dining room, which provides access to the fitted kitchen. Upstairs, there are two double bedrooms, each with fitted furniture, and a four-piece bathroom. Externally, there are low-maintenance courtyard gardens to the front and rear. The property is conveniently located close to major motorway links, ideal for efficient travel for commuters or those looking to explore the wider area. The property is also within easy access of transport links into Eccles Town Centre and the Trafford Centre, which is host to a wide range of shops, bars and restaurants. Viewing is highly recommended, get in touch to secure your viewing today! EPC Rating: D Lounge (4.23m x 3.39m) Complete with a ceiling light point, two wall light points, double glazed window and wall mounted radiator. Fitted with laminate flooring. Dining Room (4.22m x 3.39m) Complete with a ceiling light point, double glazed window and wall mounted radiator. Fitted with laminate flooring. Kitchen (2.99m x 1.95m) Featuring complementary fitted units with integral hob and oven. Complete with ceiling spotlights, double glazed window and tiled flooring. Landing Complete with a ceiling light point and carpet flooring. Bedroom One (4.19m x 3.43m) Featuring fitted furniture. Complete with a ceiling light point, double glazed window and wall mounted radiator. Fitted with carpet flooring. Bedroom Two (3.43m x 2.19m) Featuring fitted furniture. Complete with a ceiling light point, double glazed window and wall mounted radiator. Fitted with carpet flooring. Bathroom (2.54m x 1.92m) Featuring a three-piece suite including bath with shower over, hand wash basin and W.C. Complete with a ceiling light point, double glazed window, tiled walls and cushioned flooring. Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Reginald Street, Eccles M30",Hills,1.0,2,A,175000,,terraced,2.0,,Just added,leasehold,"2 bed terraced house for sale Reginald Street, Eccles M30",53.858114,-2.183507,BB8 9QN,Colne,Lancashire,"Reginald Street, Colne, BB8 9QN, United Kingdom",2,1,2,175000.0,,
"Modern Three Bedroom Semi-Detached Property Modern Kitchen Diner with Patio Doors to the Rea Spacious Lounge with Panelling Feature Benefits from a Downstairs W/C And Plenty Of Storage Three Well-Proportioned Bedrooms, with an Ensuite to the Main Bedroom Driveway to the Front for Off-Road Parking Beautifully Presented Garden to the Rear Which Benefits From Sun Close to Excellent Transport Links into Salford Quays, Media City and Manchester City Centre Modern Three Bedroom Semi-Detached Property Boasting a Beautifully Presented, Sun-Drenched Garden for the Rear! Properties in this location are popular due to the close access to transport links into Manchester City Centre, Salford Quays &amp; Media City. As you enter the property you head into a welcoming entrance hallway, which provides access to the spacious followed by the downstairs W/C and then the modern kitchen diner which benefits from patio doors that let plenty of natural light in. Upstairs, there are three well-proportioned bedrooms, with an en-suite to the main bedroom, and a modern, three-piece family bathroom. Externally, there is a driveway to the front for off-road parking, whilst to the rear there is a well-presented garden complete with laid-to-lawn grass, paving and new decking! Viewing is highly recommended, get in touch to secure your viewing today! EPC Rating: B Lounge (4.22m x 3.55m) Dining Room (3.04m x 2.15m) Kitchen (3.04m x 2.25m) Downstairs W.C. (1.51m x 1.01m) Bedroom One (3.65m x 3.39m) En Suite (2.47m x 1.49m) Bedroom Two (3.21m x 2.59m) Bedroom Three (2.32m x 1.81m) Bathroom (2.59m x 1.66m) Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Hope Road, Salford M6",Hills,3.0,3,B,290000,,semi_detached,2.0,,Just added,leasehold,"3 bed semi-detached house for sale Hope Road, Salford M6",53.499847,-2.279153,M6 6HU,Salford,Salford,"Hope Road, Salford, M6 6HU, United Kingdom",3,3,2,290000.0,,
